Origin,Destination,ETA(Days),RouteID,VoyageID,Distance,ATA(Days),start_date,end_date,Delay
Qingdao,Shanghai,3,1,4,335.4135659,7,11-12-2018 00:00,18-12-2018 00:00,1
Shanghai,Ningbo,5,1,4,161.5943334,10,19-12-2018 00:00,29-12-2018 00:00,6
Ningbo,Wenzhou,1,1,4,234.4704,5,04-01-2019 00:00,09-01-2019 00:00,6
Wenzhou,Busan,2,1,4,624.1703,4,15-01-2019 00:00,19-01-2019 00:00,6
Busan,Wilmington,36,1,4,10098.33221,38,25-01-2019 00:00,04-03-2019 00:00,6
Wilmington,Savannah,3,1,4,628.8036587,8,10-03-2019 00:00,18-03-2019 00:00,6
Savannah,New York,5,1,4,688.4059453,9,24-03-2019 00:00,02-04-2019 00:00,6
Qingdao,Shanghai,3,2,4,335.4135659,8,23-02-2016 00:00,02-03-2016 00:00,1
Shanghai,Ningbo,5,2,4,161.5943334,10,03-03-2016 00:00,13-03-2016 00:00,6
Ningbo,Busan,8,2,4,506.2098107,11,19-03-2016 00:00,30-03-2016 00:00,6
Busan,Wilmington,36,2,4,10098.33221,37,05-04-2016 00:00,12-05-2016 00:00,6
Wilmington,Savannah,3,2,4,628.8036587,6,18-05-2016 00:00,24-05-2016 00:00,6
Savannah,New York,5,2,4,688.4059453,7,30-05-2016 00:00,06-06-2016 00:00,6
Qingdao,Shanghai,3,1,5,335.4135659,5,29-12-2018 00:00,03-01-2019 00:00,1
Shanghai,Ningbo,5,1,5,161.5943334,9,04-01-2019 00:00,13-01-2019 00:00,6
Ningbo,Wenzhou,1,1,5,234.4704,6,19-01-2019 00:00,25-01-2019 00:00,6
Wenzhou,Busan,2,1,5,624.1703,6,31-01-2019 00:00,06-02-2019 00:00,6
Busan,Yokohama,2,1,5,644.2606097,3,12-02-2019 00:00,15-02-2019 00:00,6
Yokohama,Seattle,15,1,5,4247.728669,18,21-02-2019 00:00,11-03-2019 00:00,6
Qingdao,Shanghai,3,2,5,335.4135659,5,18-08-2018 00:00,23-08-2018 00:00,1
Shanghai,Ningbo,5,2,5,161.5943334,7,24-08-2018 00:00,31-08-2018 00:00,6
Ningbo,Busan,8,2,5,506.2098107,12,06-09-2018 00:00,18-09-2018 00:00,6
Busan,Yokohama,2,2,5,644.2606097,5,24-09-2018 00:00,29-09-2018 00:00,6
Yokohama,Seattle,15,2,5,4247.728669,19,05-10-2018 00:00,24-10-2018 00:00,6
Ningbo,Wenzhou,1,1,6,234.4704,4,04-10-2018 00:00,08-10-2018 00:00,6
Wenzhou,Busan,2,1,6,624.1703,6,14-10-2018 00:00,20-10-2018 00:00,6
Busan,Long Beach,20,1,6,5254.9634,21,26-10-2018 00:00,16-11-2018 00:00,6
Ningbo,Busan,8,2,6,506.2098107,10,26-01-2017 00:00,05-02-2017 00:00,6
Busan,Long Beach,20,2,6,5254.9634,25,11-02-2017 00:00,08-03-2017 00:00,6
Ningbo,Wenzhou,1,1,7,234.4704,2,03-05-2016 00:00,05-05-2016 00:00,6
Wenzhou,Busan,2,1,7,624.1703,3,11-05-2016 00:00,14-05-2016 00:00,6
Busan,Los Angeles,20,1,7,5254.901206,24,20-05-2016 00:00,13-06-2016 00:00,6
Ningbo,Busan,8,2,7,506.2098107,13,05-08-2015 00:00,18-08-2015 00:00,6
Busan,Los Angeles,20,2,7,5254.901206,23,24-08-2015 00:00,16-09-2015 00:00,6
Ningbo,Wenzhou,1,1,8,234.4704,5,11-11-2015 00:00,16-11-2015 00:00,6
Wenzhou,Busan,2,1,8,624.1703,5,22-11-2015 00:00,27-11-2015 00:00,6
Busan,Wilmington,36,1,8,10098.33221,38,03-12-2015 00:00,10-01-2016 00:00,6
Wilmington,Savannah,3,1,8,628.8036587,7,16-01-2016 00:00,23-01-2016 00:00,6
Ningbo,Busan,8,2,8,506.2098107,12,12-07-2015 00:00,24-07-2015 00:00,6
Busan,Wilmington,36,2,8,10098.33221,38,30-07-2015 00:00,06-09-2015 00:00,6
Wilmington,Savannah,3,2,8,628.8036587,6,12-09-2015 00:00,18-09-2015 00:00,6
Ningbo,Wenzhou,1,1,9,234.4704,6,27-06-2019 00:00,03-07-2019 00:00,6
Wenzhou,Busan,2,1,9,624.1703,5,09-07-2019 00:00,14-07-2019 00:00,6
Busan,Wilmington,36,1,9,10098.33221,39,20-07-2019 00:00,28-08-2019 00:00,6
Wilmington,Savannah,3,1,9,628.8036587,7,03-09-2019 00:00,10-09-2019 00:00,6
Savannah,New York,5,1,9,688.4059453,7,16-09-2019 00:00,23-09-2019 00:00,6
Ningbo,Busan,8,2,9,506.2098107,11,12-06-2018 00:00,23-06-2018 00:00,6
Busan,Wilmington,36,2,9,10098.33221,38,29-06-2018 00:00,06-08-2018 00:00,6
Wilmington,Savannah,3,2,9,628.8036587,4,12-08-2018 00:00,16-08-2018 00:00,6
Savannah,New York,5,2,9,688.4059453,6,22-08-2018 00:00,28-08-2018 00:00,6
Ningbo,Wenzhou,1,1,10,234.4704,5,18-06-2016 00:00,23-06-2016 00:00,6
Wenzhou,Busan,2,1,10,624.1703,4,29-06-2016 00:00,03-07-2016 00:00,6
Busan,Yokohama,2,1,10,644.2606097,6,09-07-2016 00:00,15-07-2016 00:00,6
Yokohama,Seattle,15,1,10,4247.728669,18,21-07-2016 00:00,08-08-2016 00:00,6
Ningbo,Busan,8,2,10,506.2098107,10,14-06-2017 00:00,24-06-2017 00:00,6
Busan,Yokohama,2,2,10,644.2606097,6,30-06-2017 00:00,06-07-2017 00:00,6
Yokohama,Seattle,15,2,10,4247.728669,18,12-07-2017 00:00,30-07-2017 00:00,6
Shanghai,Ningbo,5,1,11,161.5943334,9,25-09-2018 00:00,04-10-2018 00:00,6
Ningbo,Wenzhou,1,1,11,234.4704,6,10-10-2018 00:00,16-10-2018 00:00,6
Wenzhou,Busan,2,1,11,624.1703,5,22-10-2018 00:00,27-10-2018 00:00,6
Busan,Long Beach,20,1,11,5254.9634,24,02-11-2018 00:00,26-11-2018 00:00,6
Shanghai,Ningbo,5,2,11,161.5943334,9,27-06-2019 00:00,06-07-2019 00:00,6
Ningbo,Busan,8,2,11,506.2098107,13,12-07-2019 00:00,25-07-2019 00:00,6
Busan,Long Beach,20,2,11,5254.9634,23,31-07-2019 00:00,23-08-2019 00:00,6
Shanghai,Ningbo,5,1,12,161.5943334,6,24-12-2017 00:00,30-12-2017 00:00,6
Ningbo,Wenzhou,1,1,12,234.4704,5,05-01-2018 00:00,10-01-2018 00:00,6
Wenzhou,Busan,2,1,12,624.1703,6,16-01-2018 00:00,22-01-2018 00:00,6
Busan,Los Angeles,20,1,12,5254.901206,21,28-01-2018 00:00,18-02-2018 00:00,6
Shanghai,Ningbo,5,2,12,161.5943334,9,06-05-2018 00:00,15-05-2018 00:00,6
Ningbo,Busan,8,2,12,506.2098107,10,21-05-2018 00:00,31-05-2018 00:00,6
Busan,Los Angeles,20,2,12,5254.901206,22,06-06-2018 00:00,28-06-2018 00:00,6
Shanghai,Ningbo,5,1,13,161.5943334,9,02-02-2018 00:00,11-02-2018 00:00,6
Ningbo,Wenzhou,1,1,13,234.4704,5,17-02-2018 00:00,22-02-2018 00:00,6
Wenzhou,Busan,2,1,13,624.1703,6,28-02-2018 00:00,06-03-2018 00:00,6
Busan,Wilmington,36,1,13,10098.33221,40,12-03-2018 00:00,21-04-2018 00:00,6
Wilmington,Savannah,3,1,13,628.8036587,7,27-04-2018 00:00,04-05-2018 00:00,6
Shanghai,Ningbo,5,2,13,161.5943334,7,08-02-2016 00:00,15-02-2016 00:00,6
Ningbo,Busan,8,2,13,506.2098107,9,21-02-2016 00:00,01-03-2016 00:00,6
Busan,Wilmington,36,2,13,10098.33221,41,07-03-2016 00:00,17-04-2016 00:00,6
Wilmington,Savannah,3,2,13,628.8036587,8,23-04-2016 00:00,01-05-2016 00:00,6
Shanghai,Ningbo,5,1,14,161.5943334,6,05-03-2016 00:00,11-03-2016 00:00,6
Ningbo,Wenzhou,1,1,14,234.4704,5,17-03-2016 00:00,22-03-2016 00:00,6
Wenzhou,Busan,2,1,14,624.1703,6,28-03-2016 00:00,03-04-2016 00:00,6
Busan,Wilmington,36,1,14,10098.33221,40,09-04-2016 00:00,19-05-2016 00:00,6
Wilmington,Savannah,3,1,14,628.8036587,8,25-05-2016 00:00,02-06-2016 00:00,6
Savannah,New York,5,1,14,688.4059453,10,08-06-2016 00:00,18-06-2016 00:00,6
Shanghai,Ningbo,5,2,14,161.5943334,6,10-10-2018 00:00,16-10-2018 00:00,6
Ningbo,Busan,8,2,14,506.2098107,12,22-10-2018 00:00,03-11-2018 00:00,6
Busan,Wilmington,36,2,14,10098.33221,39,09-11-2018 00:00,18-12-2018 00:00,6
Wilmington,Savannah,3,2,14,628.8036587,5,24-12-2018 00:00,29-12-2018 00:00,6
Savannah,New York,5,2,14,688.4059453,8,04-01-2019 00:00,12-01-2019 00:00,6
Shanghai,Ningbo,5,1,15,161.5943334,8,19-08-2015 00:00,27-08-2015 00:00,6
Ningbo,Wenzhou,1,1,15,234.4704,5,02-09-2015 00:00,07-09-2015 00:00,6
Wenzhou,Busan,2,1,15,624.1703,5,13-09-2015 00:00,18-09-2015 00:00,6
Busan,Yokohama,2,1,15,644.2606097,5,24-09-2015 00:00,29-09-2015 00:00,6
Yokohama,Seattle,15,1,15,4247.728669,19,05-10-2015 00:00,24-10-2015 00:00,6
Shanghai,Ningbo,5,2,15,161.5943334,7,25-04-2019 00:00,02-05-2019 00:00,6
Ningbo,Busan,8,2,15,506.2098107,13,08-05-2019 00:00,21-05-2019 00:00,6
Busan,Yokohama,2,2,15,644.2606097,5,27-05-2019 00:00,01-06-2019 00:00,6
Yokohama,Seattle,15,2,15,4247.728669,20,07-06-2019 00:00,27-06-2019 00:00,6
Guangzhou,Shenzhen,1,1,16,46.8502718,6,21-06-2019 00:00,27-06-2019 00:00,0
Shenzhen,Ningbo,2,1,16,746.6292581,3,27-06-2019 00:00,30-06-2019 00:00,6
Ningbo,Shanghai,1,1,16,134.246,2,06-07-2019 00:00,08-07-2019 00:00,6
Shanghai,Busan,2,1,16,481.9350185,7,14-07-2019 00:00,21-07-2019 00:00,6
Busan,Long Beach,20,1,16,5254.9634,23,27-07-2019 00:00,19-08-2019 00:00,6
Guangzhou,Shenzhen,1,2,16,46.8502718,2,25-03-2017 00:00,27-03-2017 00:00,0
Shenzhen,Shanghai,3,2,16,872.8668682,6,27-03-2017 00:00,02-04-2017 00:00,6
Shanghai,Busan,2,2,16,481.9350185,7,08-04-2017 00:00,15-04-2017 00:00,6
Busan,Long Beach,20,2,16,5254.9634,22,21-04-2017 00:00,13-05-2017 00:00,6
Guangzhou,Shenzhen,1,1,17,46.8502718,2,11-11-2016 00:00,13-11-2016 00:00,0
Shenzhen,Ningbo,2,1,17,746.6292581,5,13-11-2016 00:00,18-11-2016 00:00,6
Ningbo,Shanghai,1,1,17,134.246,5,24-11-2016 00:00,29-11-2016 00:00,6
Shanghai,Busan,2,1,17,481.9350185,5,05-12-2016 00:00,10-12-2016 00:00,6
Busan,Los Angeles,20,1,17,5254.901206,23,16-12-2016 00:00,08-01-2017 00:00,6
Guangzhou,Shenzhen,1,2,17,46.8502718,2,09-04-2015 00:00,11-04-2015 00:00,0
Shenzhen,Shanghai,3,2,17,872.8668682,8,11-04-2015 00:00,19-04-2015 00:00,6
Shanghai,Busan,2,2,17,481.9350185,3,25-04-2015 00:00,28-04-2015 00:00,6
Busan,Los Angeles,20,2,17,5254.901206,22,04-05-2015 00:00,26-05-2015 00:00,6
Guangzhou,Shenzhen,1,1,18,46.8502718,6,28-12-2015 00:00,03-01-2016 00:00,0
Shenzhen,Ningbo,2,1,18,746.6292581,4,03-01-2016 00:00,07-01-2016 00:00,6
Ningbo,Shanghai,1,1,18,134.246,4,13-01-2016 00:00,17-01-2016 00:00,6
Shanghai,Busan,2,1,18,481.9350185,7,23-01-2016 00:00,30-01-2016 00:00,6
Busan,Wilmington,36,1,18,10098.33221,40,05-02-2016 00:00,16-03-2016 00:00,6
Wilmington,Savannah,3,1,18,628.8036587,4,22-03-2016 00:00,26-03-2016 00:00,6
Guangzhou,Shenzhen,1,2,18,46.8502718,3,26-04-2017 00:00,29-04-2017 00:00,0
Shenzhen,Shanghai,3,2,18,872.8668682,8,29-04-2017 00:00,07-05-2017 00:00,6
Shanghai,Busan,2,2,18,481.9350185,3,13-05-2017 00:00,16-05-2017 00:00,6
Busan,Wilmington,36,2,18,10098.33221,37,22-05-2017 00:00,28-06-2017 00:00,6
Wilmington,Savannah,3,2,18,628.8036587,4,04-07-2017 00:00,08-07-2017 00:00,6
Guangzhou,Shenzhen,1,1,19,46.8502718,3,13-05-2015 00:00,16-05-2015 00:00,0
Shenzhen,Ningbo,2,1,19,746.6292581,4,16-05-2015 00:00,20-05-2015 00:00,6
Ningbo,Shanghai,1,1,19,134.246,2,26-05-2015 00:00,28-05-2015 00:00,6
Shanghai,Busan,2,1,19,481.9350185,5,03-06-2015 00:00,08-06-2015 00:00,6
Busan,Wilmington,36,1,19,10098.33221,37,14-06-2015 00:00,21-07-2015 00:00,6
Wilmington,Savannah,3,1,19,628.8036587,6,27-07-2015 00:00,02-08-2015 00:00,6
Savannah,New York,5,1,19,688.4059453,7,08-08-2015 00:00,15-08-2015 00:00,6
Guangzhou,Shenzhen,1,2,19,46.8502718,3,19-07-2016 00:00,22-07-2016 00:00,0
Shenzhen,Shanghai,3,2,19,872.8668682,6,22-07-2016 00:00,28-07-2016 00:00,6
Shanghai,Busan,2,2,19,481.9350185,5,03-08-2016 00:00,08-08-2016 00:00,6
Busan,Wilmington,36,2,19,10098.33221,40,14-08-2016 00:00,23-09-2016 00:00,6
Wilmington,Savannah,3,2,19,628.8036587,6,29-09-2016 00:00,05-10-2016 00:00,6
Savannah,New York,5,2,19,688.4059453,7,11-10-2016 00:00,18-10-2016 00:00,6
Guangzhou,Shenzhen,1,1,20,46.8502718,3,29-03-2016 00:00,01-04-2016 00:00,0
Shenzhen,Ningbo,2,1,20,746.6292581,7,01-04-2016 00:00,08-04-2016 00:00,6
Ningbo,Shanghai,1,1,20,134.246,5,14-04-2016 00:00,19-04-2016 00:00,6
Shanghai,Busan,2,1,20,481.9350185,5,25-04-2016 00:00,30-04-2016 00:00,6
Busan,Yokohama,2,1,20,644.2606097,7,06-05-2016 00:00,13-05-2016 00:00,6
Yokohama,Seattle,15,1,20,4247.728669,20,19-05-2016 00:00,08-06-2016 00:00,6
Guangzhou,Shenzhen,1,2,20,46.8502718,4,29-09-2015 00:00,03-10-2015 00:00,0
Shenzhen,Shanghai,3,2,20,872.8668682,7,03-10-2015 00:00,10-10-2015 00:00,6
Shanghai,Busan,2,2,20,481.9350185,5,16-10-2015 00:00,21-10-2015 00:00,6
Busan,Yokohama,2,2,20,644.2606097,3,27-10-2015 00:00,30-10-2015 00:00,6
Yokohama,Seattle,15,2,20,4247.728669,20,05-11-2015 00:00,25-11-2015 00:00,6
Shenzhen,Ningbo,2,1,21,746.6292581,5,04-01-2017 00:00,09-01-2017 00:00,6
Ningbo,Shanghai,1,1,21,134.246,3,15-01-2017 00:00,18-01-2017 00:00,6
Shanghai,Busan,2,1,21,481.9350185,4,24-01-2017 00:00,28-01-2017 00:00,6
Busan,Long Beach,20,1,21,5254.9634,22,03-02-2017 00:00,25-02-2017 00:00,6
Shenzhen,Shanghai,3,2,21,872.8668682,7,25-05-2017 00:00,01-06-2017 00:00,6
Shanghai,Busan,2,2,21,481.9350185,3,07-06-2017 00:00,10-06-2017 00:00,6
Busan,Long Beach,20,2,21,5254.9634,22,16-06-2017 00:00,08-07-2017 00:00,6
Shenzhen,Ningbo,2,1,22,746.6292581,6,31-05-2018 00:00,06-06-2018 00:00,6
Ningbo,Shanghai,1,1,22,134.246,6,12-06-2018 00:00,18-06-2018 00:00,6
Shanghai,Busan,2,1,22,481.9350185,5,24-06-2018 00:00,29-06-2018 00:00,6
Busan,Los Angeles,20,1,22,5254.901206,22,05-07-2018 00:00,27-07-2018 00:00,6
Shenzhen,Shanghai,3,2,22,872.8668682,7,13-09-2016 00:00,20-09-2016 00:00,6
Shanghai,Busan,2,2,22,481.9350185,6,26-09-2016 00:00,02-10-2016 00:00,6
Busan,Los Angeles,20,2,22,5254.901206,21,08-10-2016 00:00,29-10-2016 00:00,6
Shenzhen,Ningbo,2,1,23,746.6292581,3,16-02-2015 00:00,19-02-2015 00:00,6
Ningbo,Shanghai,1,1,23,134.246,6,25-02-2015 00:00,03-03-2015 00:00,6
Shanghai,Busan,2,1,23,481.9350185,3,09-03-2015 00:00,12-03-2015 00:00,6
Busan,Wilmington,36,1,23,10098.33221,39,18-03-2015 00:00,26-04-2015 00:00,6
Wilmington,Savannah,3,1,23,628.8036587,7,02-05-2015 00:00,09-05-2015 00:00,6
Shenzhen,Shanghai,3,2,23,872.8668682,8,29-10-2017 00:00,06-11-2017 00:00,6
Shanghai,Busan,2,2,23,481.9350185,7,12-11-2017 00:00,19-11-2017 00:00,6
Busan,Wilmington,36,2,23,10098.33221,39,25-11-2017 00:00,03-01-2018 00:00,6
Wilmington,Savannah,3,2,23,628.8036587,5,09-01-2018 00:00,14-01-2018 00:00,6
Shenzhen,Ningbo,2,1,24,746.6292581,5,14-02-2015 00:00,19-02-2015 00:00,6
Ningbo,Shanghai,1,1,24,134.246,5,25-02-2015 00:00,02-03-2015 00:00,6
Shanghai,Busan,2,1,24,481.9350185,7,08-03-2015 00:00,15-03-2015 00:00,6
Busan,Wilmington,36,1,24,10098.33221,37,21-03-2015 00:00,27-04-2015 00:00,6
Wilmington,Savannah,3,1,24,628.8036587,5,03-05-2015 00:00,08-05-2015 00:00,6
Savannah,New York,5,1,24,688.4059453,6,14-05-2015 00:00,20-05-2015 00:00,6
Shenzhen,Shanghai,3,2,24,872.8668682,8,18-02-2016 00:00,26-02-2016 00:00,6
Shanghai,Busan,2,2,24,481.9350185,7,03-03-2016 00:00,10-03-2016 00:00,6
Busan,Wilmington,36,2,24,10098.33221,41,16-03-2016 00:00,26-04-2016 00:00,6
Wilmington,Savannah,3,2,24,628.8036587,5,02-05-2016 00:00,07-05-2016 00:00,6
Savannah,New York,5,2,24,688.4059453,7,13-05-2016 00:00,20-05-2016 00:00,6
Shenzhen,Ningbo,2,1,25,746.6292581,4,06-08-2016 00:00,10-08-2016 00:00,6
Ningbo,Shanghai,1,1,25,134.246,3,16-08-2016 00:00,19-08-2016 00:00,6
Shanghai,Busan,2,1,25,481.9350185,6,25-08-2016 00:00,31-08-2016 00:00,6
Busan,Yokohama,2,1,25,644.2606097,5,06-09-2016 00:00,11-09-2016 00:00,6
Yokohama,Seattle,15,1,25,4247.728669,20,17-09-2016 00:00,07-10-2016 00:00,6
Shenzhen,Shanghai,3,2,25,872.8668682,5,15-06-2016 00:00,20-06-2016 00:00,6
Shanghai,Busan,2,2,25,481.9350185,7,26-06-2016 00:00,03-07-2016 00:00,6
Busan,Yokohama,2,2,25,644.2606097,4,09-07-2016 00:00,13-07-2016 00:00,6
Yokohama,Seattle,15,2,25,4247.728669,16,19-07-2016 00:00,04-08-2016 00:00,6
Seattle,Yokohama,15,1,26,4247.728669,19,15-01-2016 00:00,03-02-2016 00:00,5
Yokohama,Busan,2,1,26,644.2606097,4,08-02-2016 00:00,12-02-2016 00:00,6
Busan,Shanghai,2,1,26,481.9350185,5,18-02-2016 00:00,23-02-2016 00:00,6
Shanghai,Shenzhen,3,1,26,872.8668682,5,29-02-2016 00:00,05-03-2016 00:00,6
Seattle,Yokohama,15,2,26,4247.728669,20,17-04-2019 00:00,07-05-2019 00:00,5
Yokohama,Busan,2,2,26,644.2606097,6,12-05-2019 00:00,18-05-2019 00:00,6
Busan,Shanghai,2,2,26,481.9350185,3,24-05-2019 00:00,27-05-2019 00:00,6
Shanghai,Ningbo,1,2,26,134.246,6,02-06-2019 00:00,08-06-2019 00:00,6
Ningbo,Shenzhen,2,2,26,746.6292581,7,14-06-2019 00:00,21-06-2019 00:00,6
New York,Savannah,5,1,27,688.4059453,9,20-10-2018 00:00,29-10-2018 00:00,4
Savannah,Wilmington,3,1,27,628.8036587,4,02-11-2018 00:00,06-11-2018 00:00,6
Wilmington,Busan,36,1,27,10098.33221,37,12-11-2018 00:00,19-12-2018 00:00,6
Busan,Shanghai,2,1,27,481.9350185,3,25-12-2018 00:00,28-12-2018 00:00,6
Shanghai,Shenzhen,3,1,27,872.8668682,7,03-01-2019 00:00,10-01-2019 00:00,6
New York,Savannah,5,2,27,688.4059453,9,14-02-2016 00:00,23-02-2016 00:00,4
Savannah,Wilmington,3,2,27,628.8036587,8,27-02-2016 00:00,06-03-2016 00:00,6
Wilmington,Busan,36,2,27,10098.33221,41,12-03-2016 00:00,22-04-2016 00:00,6
Busan,Shanghai,2,2,27,481.9350185,6,28-04-2016 00:00,04-05-2016 00:00,6
Shanghai,Ningbo,1,2,27,134.246,3,10-05-2016 00:00,13-05-2016 00:00,6
Ningbo,Shenzhen,2,2,27,746.6292581,5,19-05-2016 00:00,24-05-2016 00:00,6
Savannah,Wilmington,3,1,28,628.8036587,6,03-06-2015 00:00,09-06-2015 00:00,6
Wilmington,Busan,36,1,28,10098.33221,39,15-06-2015 00:00,24-07-2015 00:00,6
Busan,Shanghai,2,1,28,481.9350185,5,30-07-2015 00:00,04-08-2015 00:00,6
Shanghai,Shenzhen,3,1,28,872.8668682,6,10-08-2015 00:00,16-08-2015 00:00,6
Savannah,Wilmington,3,2,28,628.8036587,4,30-12-2017 00:00,03-01-2018 00:00,6
Wilmington,Busan,36,2,28,10098.33221,39,09-01-2018 00:00,17-02-2018 00:00,6
Busan,Shanghai,2,2,28,481.9350185,3,23-02-2018 00:00,26-02-2018 00:00,6
Shanghai,Ningbo,1,2,28,134.246,5,04-03-2018 00:00,09-03-2018 00:00,6
Ningbo,Shenzhen,2,2,28,746.6292581,4,15-03-2018 00:00,19-03-2018 00:00,6
Los Angeles,Busan,20,1,29,5254.901206,24,15-02-2017 00:00,11-03-2017 00:00,3
Busan,Shanghai,2,1,29,481.9350185,6,14-03-2017 00:00,20-03-2017 00:00,6
Shanghai,Shenzhen,3,1,29,872.8668682,7,26-03-2017 00:00,02-04-2017 00:00,6
Los Angeles,Busan,20,2,29,5254.901206,24,29-01-2017 00:00,22-02-2017 00:00,3
Busan,Shanghai,2,2,29,481.9350185,5,25-02-2017 00:00,02-03-2017 00:00,6
Shanghai,Ningbo,1,2,29,134.246,6,08-03-2017 00:00,14-03-2017 00:00,6
Ningbo,Shenzhen,2,2,29,746.6292581,4,20-03-2017 00:00,24-03-2017 00:00,6
Long Beach,Busan,20,1,30,5254.9634,22,30-11-2016 00:00,22-12-2016 00:00,2
Busan,Shanghai,2,1,30,481.9350185,5,24-12-2016 00:00,29-12-2016 00:00,6
Shanghai,Shenzhen,3,1,30,872.8668682,5,04-01-2017 00:00,09-01-2017 00:00,6
Long Beach,Busan,20,2,30,5254.9634,21,22-05-2016 00:00,12-06-2016 00:00,2
Busan,Shanghai,2,2,30,481.9350185,7,14-06-2016 00:00,21-06-2016 00:00,6
Shanghai,Ningbo,1,2,30,134.246,6,27-06-2016 00:00,03-07-2016 00:00,6
Ningbo,Shenzhen,2,2,30,746.6292581,6,09-07-2016 00:00,15-07-2016 00:00,6
Seattle,Yokohama,15,1,31,4247.728669,18,04-04-2018 00:00,22-04-2018 00:00,5
Yokohama,Busan,2,1,31,644.2606097,6,27-04-2018 00:00,03-05-2018 00:00,6
Busan,Shanghai,2,1,31,481.9350185,5,09-05-2018 00:00,14-05-2018 00:00,6
Shanghai,Shenzhen,3,1,31,872.8668682,5,20-05-2018 00:00,25-05-2018 00:00,6
Shenzhen,Guangzhou,1,1,31,46.8502718,2,31-05-2018 00:00,02-06-2018 00:00,6
Seattle,Yokohama,15,2,31,4247.728669,16,19-07-2015 00:00,04-08-2015 00:00,5
Yokohama,Busan,2,2,31,644.2606097,7,09-08-2015 00:00,16-08-2015 00:00,6
Busan,Shanghai,2,2,31,481.9350185,5,22-08-2015 00:00,27-08-2015 00:00,6
Shanghai,Ningbo,1,2,31,134.246,4,02-09-2015 00:00,06-09-2015 00:00,6
Ningbo,Shenzhen,2,2,31,746.6292581,5,12-09-2015 00:00,17-09-2015 00:00,6
Shenzhen,Guangzhou,1,2,31,46.8502718,4,23-09-2015 00:00,27-09-2015 00:00,6
New York,Savannah,5,1,32,688.4059453,7,03-11-2019 00:00,10-11-2019 00:00,4
Savannah,Wilmington,3,1,32,628.8036587,6,14-11-2019 00:00,20-11-2019 00:00,6
Wilmington,Busan,36,1,32,10098.33221,39,26-11-2019 00:00,04-01-2020 00:00,6
Busan,Shanghai,2,1,32,481.9350185,5,10-01-2020 00:00,15-01-2020 00:00,6
Shanghai,Shenzhen,3,1,32,872.8668682,7,21-01-2020 00:00,28-01-2020 00:00,6
Shenzhen,Guangzhou,1,1,32,46.8502718,5,03-02-2020 00:00,08-02-2020 00:00,6
New York,Savannah,5,2,32,688.4059453,6,01-09-2015 00:00,07-09-2015 00:00,4
Savannah,Wilmington,3,2,32,628.8036587,6,11-09-2015 00:00,17-09-2015 00:00,6
Wilmington,Busan,36,2,32,10098.33221,39,23-09-2015 00:00,01-11-2015 00:00,6
Busan,Shanghai,2,2,32,481.9350185,7,07-11-2015 00:00,14-11-2015 00:00,6
Shanghai,Ningbo,1,2,32,134.246,2,20-11-2015 00:00,22-11-2015 00:00,6
Ningbo,Shenzhen,2,2,32,746.6292581,3,28-11-2015 00:00,01-12-2015 00:00,6
Shenzhen,Guangzhou,1,2,32,46.8502718,6,07-12-2015 00:00,13-12-2015 00:00,6
Savannah,Wilmington,3,1,33,628.8036587,5,07-11-2019 00:00,12-11-2019 00:00,6
Wilmington,Busan,36,1,33,10098.33221,38,18-11-2019 00:00,26-12-2019 00:00,6
Busan,Shanghai,2,1,33,481.9350185,3,01-01-2020 00:00,04-01-2020 00:00,6
Shanghai,Shenzhen,3,1,33,872.8668682,8,10-01-2020 00:00,18-01-2020 00:00,6
Shenzhen,Guangzhou,1,1,33,46.8502718,4,24-01-2020 00:00,28-01-2020 00:00,6
Savannah,Wilmington,3,2,33,628.8036587,8,07-12-2015 00:00,15-12-2015 00:00,6
Wilmington,Busan,36,2,33,10098.33221,40,21-12-2015 00:00,30-01-2016 00:00,6
Busan,Shanghai,2,2,33,481.9350185,3,05-02-2016 00:00,08-02-2016 00:00,6
Shanghai,Ningbo,1,2,33,134.246,3,14-02-2016 00:00,17-02-2016 00:00,6
Ningbo,Shenzhen,2,2,33,746.6292581,7,23-02-2016 00:00,01-03-2016 00:00,6
Shenzhen,Guangzhou,1,2,33,46.8502718,2,07-03-2016 00:00,09-03-2016 00:00,6
Los Angeles,Busan,20,1,34,5254.901206,24,13-02-2017 00:00,09-03-2017 00:00,3
Busan,Shanghai,2,1,34,481.9350185,7,12-03-2017 00:00,19-03-2017 00:00,6
Shanghai,Shenzhen,3,1,34,872.8668682,4,25-03-2017 00:00,29-03-2017 00:00,6
Shenzhen,Guangzhou,1,1,34,46.8502718,4,04-04-2017 00:00,08-04-2017 00:00,6
Los Angeles,Busan,20,2,34,5254.901206,23,07-03-2017 00:00,30-03-2017 00:00,3
Busan,Shanghai,2,2,34,481.9350185,7,02-04-2017 00:00,09-04-2017 00:00,6
Shanghai,Ningbo,1,2,34,134.246,4,15-04-2017 00:00,19-04-2017 00:00,6
Ningbo,Shenzhen,2,2,34,746.6292581,7,25-04-2017 00:00,02-05-2017 00:00,6
Shenzhen,Guangzhou,1,2,34,46.8502718,2,08-05-2017 00:00,10-05-2017 00:00,6
Long Beach,Busan,20,1,35,5254.9634,23,02-05-2017 00:00,25-05-2017 00:00,2
Busan,Shanghai,2,1,35,481.9350185,3,27-05-2017 00:00,30-05-2017 00:00,6
